CRASH_ID,UNIT_NBR,UNIT_DESC_ID,VEH_PARKED_FL,VEH_HNR_FL,VEH_LIC_STATE_ID,VIN,VEH_MOD_YEAR,VEH_COLOR_ID,VEH_MAKE_ID,VEH_MOD_ID,VEH_BODY_STYL_ID,EMER_RESPNDR_FL,OWNR_ZIP,FIN_RESP_PROOF_ID,FIN_RESP_TYPE_ID,VEH_DMAG_AREA_1_ID,VEH_DMAG_SCL_1_ID,FORCE_DIR_1_ID,VEH_DMAG_AREA_2_ID,VEH_DMAG_SCL_2_ID,FORCE_DIR_2_ID,VEH_INVENTORIED_FL,VEH_TRANSP_NAME,VEH_TRANSP_DEST,CONTRIB_FACTR_1_ID,CONTRIB_FACTR_2_ID,CONTRIB_FACTR_P1_ID,VEH_TRVL_DIR_ID,FIRST_HARM_EVT_INV_ID,INCAP_INJRY_CNT,NONINCAP_INJRY_CNT,POSS_INJRY_CNT,NON_INJRY_CNT,UNKN_INJRY_CNT,TOT_INJRY_CNT,DEATH_CNT
15114044,1,MOTOR VEHICLE,N,N,TX,JH2RC44503M705011,2003,RED,HONDA,UNKNOWN,MOTORCYCLE,N,76904,1,LIABILITY INSURANCE POLICY,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,12,NA,NA,NA,,,,FAILED TO CONTROL SPEED,NA,NA,SOUTH,Y,0,0,0,1,0,0,0
15115258,1,MOTOR VEHICLE,N,N,TX,1HD1GV1166K316549,2006,PLE,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,76133,1,PROOF OF LIABILITY INSURANCE,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 2,1,NA,NA,NA,N,POLANSKYS WRECKER 800-246-3762,"820 ABBOTT AVE HILLSBORO,TX 76645",UNSAFE SPEED,UNDER INFLUENCE - ALCOHOL,NA,SOUTHEAST,Y,0,0,0,1,0,0,0
15115881,5,MOTOR VEHICLE,N,N,AR,1HD1KB417AB656343,NA,SIL,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,71854,1,LIABILITY INSURANCE POLICY,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 3,NA,NA,NA,NA,N,LEFT LEGALLY PARKED,,NONE,NA,NA,SOUTHWEST,N,0,0,0,0,0,0,0
15116468,2,MOTOR VEHICLE,N,N,TX,SN48272,1975,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,75801,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE CONCENTRATED IMPACT,DAMAGED 3,6,NA,NA,NA,N,TUCKER FARRIS WRECKER,"306 N. PERRY, PALESTINE, TX",NONE,NA,NA,NORTH,Y,0,0,0,1,0,0,0
15117524,2,MOTOR VEHICLE,N,N,TX,JYARJ04E0YA005758,2000,BLU,YAMAHA,UNKNOWN,MOTORCYCLE,N,79412,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,N,LUBBOCK WRECKER,LUBBOCK WRECKER  3209 SLATON HWY   806-7,FAILED TO CONTROL SPEED,NA,NA,WEST,Y,0,1,0,0,0,1,0
15117524,3,MOTOR VEHICLE,N,N,TX,JS1GT74A022102692,2002,RED,SUZUKI,NA,MOTORCYCLE,N,79401,1,PROOF OF LIABILITY INSURANCE,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 4,3,NA,NA,NA,N,LUBBOCK WRECKER,LUBBOCK WRECKER  3209 SLATON HWY   806-7,NONE,NA,NA,WEST,N,0,2,0,0,0,2,0
15119409,2,MOTOR VEHICLE,N,N,TX,1HD1ESL46XY950678,1999,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,78602,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 5,12,NA,NA,NA,Y,"JOE VILLAFRANCA, VILLAFRANCAS TOWING","723 HWY 71 W, SMITHVILLE, TEXAS 78957",NONE,NA,NA,EAST,Y,1,0,0,0,0,1,0
15119484,1,MOTOR VEHICLE,N,N,TX,1HD1KBM13GB612798,NA,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,78570,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,,,NONE,NA,NA,SOUTH,Y,0,1,0,0,0,1,0
15120442,1,MOTOR VEHICLE,N,N,TX,RFBB5KBK06B151148,2006,GRY,KYMCO,NA,MOTORCYCLE,N,77008,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,REPO DEPOT,17623 F.M. 529,UNDER INFLUENCE - ALCOHOL,FAILED TO DRIVE IN SINGLE LANE,NA,WEST,Y,0,1,0,0,0,1,0
15124408,1,MOTOR VEHICLE,N,N,TX,1HD1GP1106K320611,2006,YEL,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,75169,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,5,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,9,N,DRIVEN AWAY,DRIVEN AWAY,FAILED TO CONTROL SPEED,FAILED TO PASS TO LEFT SAFELY,NA,SOUTHEAST,Y,0,0,0,1,0,0,0
15125163,1,MOTOR VEHICLE,N,N,TX,JKAEXMJ11CDAB0770,NA,RED,KAWASAKI,UNKNOWN,MOTORCYCLE,N,78372,2,NA,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 1 MINIMUM,12,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 3,9,N,DANNY'S WRECKER,915 CECILIA STREET,FAILED TO YIELD ROW - STOP SIGN,NA,NA,WEST,Y,0,0,0,1,0,0,0
15125676,1,MOTOR VEHICLE,N,N,TX,1HD1FRW302Y652368,2002,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,79072,1,LIABILITY INSURANCE POLICY,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 1 MINIMUM,1,NA,NA,NA,N,RELEASED,RELEASED,FAILED TO YIELD ROW - STOP SIGN,DRIVER INATTENTION,NA,SOUTH,Y,0,0,0,1,0,0,0
15126540,1,MOTOR VEHICLE,N,N,TX,1HD1FB41XAB628928,NA,MUL,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,76655,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,BIG BOY'S WRECKER 254-662-3031,"415 S. ROBINSON DR., WACO, TX 76706",UNDER INFLUENCE - ALCOHOL,NA,NA,SOUTH,Y,1,0,0,0,0,1,0
15126692,2,MOTOR VEHICLE,N,N,TX,JYARM06EXGA006239,NA,SIL,YAMAHA,NA,MOTORCYCLE,N,78382,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 3,12,NA,NA,NA,N,,,NONE,NA,NA,NORTH,Y,1,0,0,0,0,1,0
15128937,2,MOTOR VEHICLE,N,N,TX,1HD1TD912DB962131,NA,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,77386,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE CONCENTRATED IMPACT,DAMAGED 1 MINIMUM,6,NA,NA,NA,N,,,NONE,NA,NA,WEST,Y,0,0,0,1,0,0,0
15129930,2,MOTOR VEHICLE,N,N,TX,1HD1BSY2XYY055504,2000,PLE,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,75069,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 3,9,NA,NA,NA,N,STANDIFIER GREEN,STANDIFIER GREEN,NONE,NA,NA,NORTH,Y,0,1,0,0,0,1,0
15131346,1,MOTOR VEHICLE,N,N,TX,JH2RC50739K000737,NA,BLK,HONDA,UNKNOWN,MOTORCYCLE,N,,1,LIABILITY INSURANCE POLICY,LEFT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 3,9,RIGHT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,3,N,OWNER,LEFT LEGALLY PARKED,PASSED ON RIGHT SHOULDER,NA,NA,NORTH,Y,0,0,1,0,0,1,0
15133006,2,MOTOR VEHICLE,N,N,TX,1HD1FMM10DB619722,NA,BLK,HARLEY-DAVIDSON,NA,POLICE MOTORCYCLE,N,77059,1,LIABILITY INSURANCE POLICY,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,6,NA,NA,NA,N,,,NONE,NA,NA,SOUTH,Y,0,0,1,0,0,1,0
15133952,2,MOTOR VEHICLE,N,N,CO,3A58921H9,1979,WHI,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,80860,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,,,NONE,NA,NA,NORTHWEST,Y,0,1,0,0,0,1,0
15134780,2,MOTOR VEHICLE,N,N,TX,1HD1BFV16EB025059,NA,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,34104,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,6,NA,NA,NA,N,,,NA,NA,PARKED IN TRAFFIC LANE,EAST,Y,0,2,0,0,0,2,0
15137720,1,MOTOR VEHICLE,N,N,TX,JKAEX8A10EA004648,NA,GRN,KAWASAKI,NA,MOTORCYCLE,N,79701,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,N,DRIVEN AWAY,,NONE,NA,NA,EAST,Y,0,0,0,1,0,0,0
15139062,2,MOTOR VEHICLE,N,N,TX,1HD1KDM12GB657890,NA,BLU,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,79605,1,PROOF OF LIABILITY INSURANCE,RIGHT SIDE AND TOP DAMAGE ROLLOVER EFFECTS,DAMAGED 2,9,NA,NA,NA,N,OBARS,3210 PLUM,NONE,NA,NA,SOUTHWEST,Y,0,1,0,0,0,1,0
15139141,2,MOTOR VEHICLE,N,N,TX,JKAEXCE139DA31250,NA,BLK,KAWASAKI,NA,MOTORCYCLE,N,79934,1,LIABILITY INSURANCE POLICY,RIGHT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 2,3,NA,NA,NA,,DRIVER,LEFT LEGALLY PARKED,NONE,NA,NA,NORTH,Y,0,0,1,0,0,1,0
15139972,2,MOTOR VEHICLE,N,N,OK,1HFSC321XTA100439,1996,ONG,HONDA,NA,MOTORCYCLE,N,73075,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,6,NA,NA,NA,N,PRO-TOW,"1006 E MAIN ST  LEWISVILLE, TX",NONE,NA,NA,NORTH,Y,0,0,0,0,0,0,0
15140546,2,MOTOR VEHICLE,N,N,TX,JKBZXJF10DA000658,NA,WHI,KAWASAKI,NA,MOTORCYCLE,N,78249,2,NA,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 1 MINIMUM,12,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 2,3,N,TEXAS ROADSIDE SERVICE,GROWDON,FAULTY EVASIVE ACTION,FOLLOWED TOO CLOSELY,NA,NORTHWEST,Y,0,1,0,0,0,1,0
15140900,1,MOTOR VEHICLE,N,N,TX,JKBVNCB12TA037117,1996,RED,KAWASAKI,NA,MOTORCYCLE,N,75146,1,PROOF OF LIABILITY INSURANCE,LEFT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 2,9,NA,NA,NA,N,,,FAILED TO DRIVE IN SINGLE LANE,FAULTY EVASIVE ACTION,NA,SOUTH,Y,1,0,0,0,0,1,0
15141515,1,MOTOR VEHICLE,N,N,TX,1HFSC0201CA201522,1982,BLK,HONDA,NA,MOTORCYCLE,N,76667,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 4,12,NA,NA,NA,N,LEE'W WRECKER,"520 WEST TYLEY, MEXIA, TX 76667",NONE,NA,NA,NORTH,Y,1,0,0,0,0,1,0
15142067,1,MOTOR VEHICLE,N,N,TX,JKBZXJB114A030029,2004,ONG,KAWASAKI,UNKNOWN,MOTORCYCLE,N,78045,1,LIABILITY INSURANCE POLICY,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 2,12,NA,NA,NA,N,STAYED AT SCENE,SPOUSE PICKING UP MC TO TAKE TO 745 SNAK,FAILED TO CONTROL SPEED,NA,NA,NORTH,Y,0,0,1,0,0,1,0
15145288,2,MOTOR VEHICLE,N,N,TX,1HD1KBM11EB609119,NA,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,75076,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,GILBERT'S WRECKER SERVICE,"2916 E. HWY 82, GAINESVILLE, TX. 76240",NONE,NA,NA,EAST,Y,1,0,0,0,0,1,0
15147613,2,MOTOR VEHICLE,N,N,TX,1HD1JBB186Y079106,2006,BGE,HONDA,UNKNOWN,MOTORCYCLE,N,77433,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,BY OWNER,MOVED TO PARKING LOT,NONE,NA,NA,WEST,Y,0,1,0,0,0,1,0
15147982,1,MOTOR VEHICLE,N,N,TX,JH2PC4001EK700089,NA,YEL,HONDA,NA,MOTORCYCLE,N,77377,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,NOT TOWED,NOT TOWED,NA,NA,UNSAFE SPEED,EAST,Y,0,0,1,0,0,1,0
15148282,2,MOTOR VEHICLE,N,N,TX,JS1GR7GA962100780,2006,BLK,SUZUKI,UNKNOWN,MOTORCYCLE,N,79226,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,MITCHEM WRECKER SERVICE,"3000 N. HIGHWAY 87, BIG SPRING, TEXAS",NONE,NA,NA,SOUTH,Y,1,0,0,0,0,1,0
15148818,2,MOTOR VEHICLE,N,N,TX,1HD1KB4158Y659104,NA,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,78109,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,8,NA,NA,NA,N,ROAD RUNNER TOWING,"10307 MUSTANG RIDGE, CONVERSE, TX",NONE,NA,NA,NORTHEAST,Y,1,0,1,0,0,2,0
15149433,2,MOTOR VEHICLE,N,N,TX,JKBVNAD17TA048292,1996,BLK,KAWASAKI,UNKNOWN,MOTORCYCLE,N,76901,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,DRIVER,DRIVEN AWAY,NONE,NA,NA,EAST,Y,0,0,1,0,0,1,0
15149466,2,MOTOR VEHICLE,N,N,TX,JKAZX4R129A008219,NA,BLU,KAWASAKI,NA,MOTORCYCLE,N,78250,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,DRIVEN FROM SCENE,DRIVEN FROM SCENE,NONE,NA,NA,WEST,Y,0,1,0,0,0,1,0
15150152,2,MOTOR VEHICLE,N,N,TX,1HD1FMM10FB607816,NA,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,Y,75138,1,CERTIFICATE OF SELF-INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,Y,24 HOUR WRECKER,LONGHORN HARLEY-DAVIDSON,NONE,NA,NA,SOUTHWEST,Y,1,0,0,0,0,1,0
15151119,2,MOTOR VEHICLE,Y,N,TX,1HD1FHW154Y705240,2004,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,79562,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,1,NA,NA,NA,N,NOT TOWED,,NONE,NA,NA,UNKNOWN,Y,0,0,0,0,0,0,0
15151119,3,MOTOR VEHICLE,Y,N,TX,1HD1JRV17FB035962,NA,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,79567,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,9,NA,NA,NA,N,NOT TOWED,,NONE,NA,NA,UNKNOWN,N,0,0,0,0,0,0,0
15152122,2,MOTOR VEHICLE,Y,N,TX,1HD1JRV19GB022907,NA,GRN,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,78626,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 4,12,RIGHT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 3,3,,,,OTHER (EXPLAIN IN NARRATIVE),NA,NA,WEST,Y,0,0,0,0,0,0,0
15152243,1,MOTOR VEHICLE,N,N,TX,1HD1BJY104Y019963,2004,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,79936,1,LIABILITY INSURANCE POLICY,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 3,9,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 3,3,N,SOLEH,11615 RAILROAD,FAILED TO CONTROL SPEED,NA,NA,NORTH,Y,0,1,0,0,0,1,0
15153670,1,MOTOR VEHICLE,N,N,TX,JS1GR7NA4F2102214,NA,BLK,SUZUKI,NA,MOTORCYCLE,N,75428,2,NA,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,12,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 2,3,N,,,ANIMAL ON ROAD- WILD,NA,NA,WEST,Y,0,1,0,0,0,1,0
15153908,2,MOTOR VEHICLE,N,N,TX,1HFSC370XWA000524,1998,MAR,HONDA,UNKNOWN,MOTORCYCLE,N,77354,1,LIABILITY INSURANCE POLICY,BACK END DAMAGE CONCENTRATED IMPACT,DAMAGED 5,12,BACK END DAMAGE CONCENTRATED IMPACT,DAMAGED 5,12,N,PRASIFKA WRECKER SERVICE,2012 S IH-45 HUTCHINS TX 75141,DISTRACTION IN VEHICLE,DRIVER INATTENTION,NA,NORTH,Y,1,0,0,0,0,1,0
15154572,5,MOTOR VEHICLE,N,N,TX,WB10166A8XXA17615,1999,BLU,BMW,R SERIES,MOTORCYCLE,N,77356,1,PROOF OF LIABILITY INSURANCE,BACK END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 1 MINIMUM,5,BACK END (RIGHT) DAMAGE PARTIAL CONTACT,DAMAGED 1 MINIMUM,4,N,,,NONE,NA,NA,NORTHWEST,N,0,0,0,1,0,0,0
15154979,1,MOTOR VEHICLE,N,N,TX,JYAVP11E42A025381,2002,BLK,YAMAHA,UNKNOWN,MOTORCYCLE,N,77044,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 4,NA,NA,NA,NA,Y,RAMS TOWING #617,11360 EASTEX FRWY,NONE,NA,NA,WEST,Y,1,0,0,0,0,1,0
15155063,3,MOTOR VEHICLE,Y,N,TX,1HD1FMM17GB654679,NA,BLK,HARLEY-DAVIDSON,NA,POLICE MOTORCYCLE,Y,77002,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,HPD SOLO DETAIL,4400 TELEPHONE RD.,NONE,NA,NA,SOUTH,N,0,0,0,1,0,0,0
15155720,1,MOTOR VEHICLE,N,N,TX,1HD4CEM14NY112140,1992,MAR,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,79339,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,1,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,1,N,,RELEASED AT SCENE,UNSAFE SPEED,NA,NA,WEST,Y,0,1,0,0,0,1,0
15156395,1,MOTOR VEHICLE,N,N,TX,1HD1GDV1X2Y316629,2002,GRN,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,76444,1,PROOF OF LIABILITY INSURANCE,LEFT SIDE AND TOP DAMAGE ROLLOVER EFFECTS,DAMAGED 3,12,NA,NA,NA,N,GARCIA'S WRECKER SERVCIE,GARCIA'S WRECK YARD,NONE,NA,NA,SOUTH,Y,0,0,0,0,0,0,1
15156983,1,MOTOR VEHICLE,N,N,NM,JS1CT79A9G2100097,NA,GRY,SUZUKI,NA,MOTORCYCLE,N,79912,2,NA,LEFT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,9,RIGHT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,3,Y,SOHLE,MUNI FACILITY,FAILED TO CONTROL SPEED,NA,NA,WEST,Y,0,0,1,0,0,1,0
15157141,2,MOTOR VEHICLE,N,N,TX,JH2SC2401PM200787,1993,BLK,HONDA,NA,MOTORCYCLE,N,78725,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,6,NA,NA,NA,Y,ROCHAS TOWING SERVICE,ROCHAS TOWING SERVICE,NONE,NA,NA,EAST,Y,0,1,0,0,0,1,0
15157344,1,MOTOR VEHICLE,N,N,TX,1HD1FRW136Y646701,2006,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,79118,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,RODNEY KEELING,"5107 MCCORMICK ROAD, AMARILLO, TX  79118",UNDER INFLUENCE - ALCOHOL,UNDER INFLUENCE - DRUG,NA,WEST,Y,1,0,0,0,0,1,0
15157596,1,MOTOR VEHICLE,N,N,TX,WB10D2108GZ353538,NA,BLK,BMW,NA,MOTORCYCLE,N,77016,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,1,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,3,N,CHALLENGER TOWING,8000 OLD GALVESTON RD,UNSAFE SPEED,NA,FAILED TO CONTROL SPEED,SOUTH,Y,0,1,0,0,0,1,0
15158328,2,MOTOR VEHICLE,Y,N,TX,JKBZXJC125A010016,2005,BLU,KAWASAKI,NA,MOTORCYCLE,N,77503,1,LIABILITY INSURANCE POLICY,RIGHT FRONT QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,2,NA,NA,NA,N,RELEASED TO DRIVER,AT SCENE,NONE,NA,NA,SOUTH,Y,0,0,0,1,0,0,0
15158453,1,MOTOR VEHICLE,N,N,TX,1HD1FFM16DB617064,NA,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,79735,1,LIABILITY INSURANCE POLICY,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,N,ACTION WRECKER SERVICE,1109 S MIDLAND DR MIDLAND TX 79703,NONE,NA,NA,WEST,Y,1,0,0,0,0,1,0
15158937,2,MOTOR VEHICLE,N,N,NA,JH2AB020XVK603973,1997,WHI,HONDA,NA,MOTORCYCLE,N,76687,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,CLASSIC PAINT & BODY,"802 S MCKINNEY, MEXIA, TX 76667",DISREGARD STOP SIGN OR LIGHT,NA,NA,NORTH,Y,1,0,0,0,0,1,0
15159713,1,MOTOR VEHICLE,N,N,TX,1HD1BKL1XTY019478,1996,RED,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,75169,1,PROOF OF LIABILITY INSURANCE,LEFT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,9,RIGHT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,3,N,,,ANIMAL ON ROAD- WILD,NA,TURNED WHEN UNSAFE,WEST,Y,0,1,0,0,0,1,0
15159713,2,MOTOR VEHICLE,N,N,TX,1HD1KBM16CB660953,NA,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,75036,1,PROOF OF LIABILITY INSURANCE,LEFT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,8,NA,NA,NA,N,,,NONE,NA,NA,WEST,Y,0,0,0,1,0,0,0
15160821,1,MOTOR VEHICLE,N,N,TX,JYARJ12E57A013359,2007,GRY,YAMAHA,UNKNOWN,MOTORCYCLE,N,77065,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,GRIMES COUNTY WRECKER 936-825-0300,"1511 W WASHINGTON AVE NAVASOTA, TX 77868",UNSAFE SPEED,NA,NA,SOUTHEAST,Y,1,0,0,0,0,1,0
15161097,1,MOTOR VEHICLE,N,N,TX,1HFSC18005A901676,2005,RED,HONDA,UNKNOWN,MOTORCYCLE,N,77651,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,N,K & K TOWING,WRECKER YARD,OTHER (EXPLAIN IN NARRATIVE),NA,FAILED TO CONTROL SPEED,SOUTH,Y,0,1,0,0,0,1,0
15162747,3,MOTOR VEHICLE,N,N,TX,1HD1KHM10CB657047,NA,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,78251,1,LIABILITY INSURANCE POLICY,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,6,NA,NA,NA,N,,,NONE,NA,NA,NORTHEAST,N,0,0,0,2,0,0,0
15163849,1,MOTOR VEHICLE,N,N,TX,1HD1BWV17DB019799,NA,BLU,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,79924,1,PROOF OF LIABILITY INSURANCE,LEFT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 3,9,RIGHT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,9,Y,SOHLE,11615 RAILROAD,FAILED TO YIELD ROW - STOP SIGN,NA,NA,NORTH,Y,0,0,1,0,0,1,0
