"CRASH_ID","DAMAGED_PROPERTY"
15106490,"TRASH DUMPSTER"
15106513,"DESTROYED FIRE HYDRANT"
15106606,"GUARD RAIL"
15106608,"TOMBSTONES"
15106615,"PORCH AND CARPORT"
15106615,"CHAIN LINK FENCE"
15106618,"LANDSCAPING"
15106655,"MAN HOLE COVER, STOP SIGN, STREET SIGN"
15106674,"LIGHT POLE"
15106674,"LIGHT POLE"
15106676,"AIR PUMP"
15106679,"METAL DRIVE THROUGH COUNTER"
15106685,"STOP SIGN"
15106699,"ONE WAY SIGN"
15106819,"GUARD RAIL"
15106863,"FENCE"
15106915,"TRAFFIC SIGN(KEEP RIGHT)"
15106932,"YIELD SIGN"
15106988,"STOP SIGN"
15107092,"CHAIN LINKED FENCE"
15107092,"LIGHT POLE #696241"
15107103,"RETENTION WALL AND FLOWER BED"
15107106,"STOP SIGN"
15107107,"RESIDENCE"
15107112,"PORCH POST; LANDSCAPE"
15107112,"HOUSE STRUCTURE; FENCE; TRASH CANS"
15107112,"FIRE HYDRANT"
15107148,"GURADRAIL"
15107179,"GUARD RAIL"
15107211,"GUARDRAIL"
15107223,"METAL POLE"
15107255,"PASTURE FENCE"
15107318,"PIPE FENCE"
15107331,"CEMENT WALL"
15107344,"2 SIGNS"
15107375,"ELECTRIAL BOX/ WIRES"
15107375,"BROKEN ELECTRICAL POLE"
15107429,"WIRE METAL FENCE"
15107474,"BRICK ENTRY TO PRIVATE DRIVE"
15107474,"FENCING"
15107521,"CRASH IMPACT BARRIER"
15107548,"CONCRETE PARKING LOT CURB"
15107548,"BUISNESS LIGHT POLE"
15107570,"CHAIN LINK FENCE"
15107571,"POLE FOR SIGN"
15107585,"BRIDGE GUARDRAIL"
15107587,"LIGHT POST #385931"
15107605,"GUARD RAIL"
15107642,"GUARD RAIL"
15107649,"LIGHT POLE"
15107649,"CURVE SIGN"
15107669,"DAMAGE TO TREES"
15107679,"SIGN MOUNT"
15107679,"MAIL BOX"
15107679,"MAIL BOX SUPPORT"
15107704,"METAL FENCE/TREES"
15107704,"STOP SIGN"
15107720,"GAURDRAIL"
15107732,"2001 CHAMPION MODEL 206 BASS BOAT"
15107734,"CATTLE FENCE"
15107734,"FENCE"
15107737,"POWER LINE KNOCKED DOWN"
15107744,"GUARDRAIL"
15107746,"BARBED WIRE FENCE"
15107757,"LARGE CHEVRON SIGN W/POST"
15107757,"DELINEATOR POST WITH REFLECTOR"
15107757,"60FT GUARDRAIL W/END TERMINAL."
15107757,"SWINGSET POST AND SHRUBS"
15107792,"REFLECTIVE MARKER"
15107796,"GAME FENCE/POSTS"
15107807,"CEDAR POST AND GUARDRAIL"
15107811,"TELEPHONE POLE"
15107824,"RAISED MEDIAN DIVIDER"
15107912,"TREE"
15107937,"CABLE BARRIER SYSTEM"
15107943,"FENCE"
15107985,"BARBED WIRE FENCE"
15107994,"CONCRETE PILLAR"
15108029,"FENCE POST/LANDSCAPE"
15108064,"DAMAGED POLE 2"
15108064,"DAMAGED POLE"
15108110,"25' METAL GUARD RAIL SOUTH SIDE"
15108110,"15' METAL GUARD RAIL NORTH SIDE"
15108110,"5' CHAIN LINK FENCE-10' LONG"
15108136,"FENCE"
15108138,"STOP SIGN"
15108141,"BARRIER WALL"
15108176,"CONCRETE PILLAR"
15108176,"CRASH BARRELS"
15108179,"SCUFFED BARRIER WALL"
15108251,"SCUFFS AND SCRAPS TO TRAFFIC BARRELS"
15108294,"TREE"
15108361,"SAND BARRELS"
15108409,"DAMAGED RAILGUARD"
15108463,"GUARD RAIL"
15108472,"CEMENT BARRIER OF CANAL BANK"
15108490,"PINE TREE,CEDAR FENCE,ROT IRON FENCE"
15108496,"SILVER FENCE"
15108503,"FIRE HYDRANT"
15108523,"POLE FOR SIGNAL LIGHTS"
15108563,"FIRE HYDRANT"
15108563,"WOODEN UTILITY POLE"
15108563,"STREET SIGN"
15108564,"FENCE DAMAGE"
15108574,"RAILROAD CROSSING POST"
15108582,"METAL FENCE AND POST"
15108582,"3 CEMENT PILLARS"
15108645,"CONCRETE CENTER MEDIAN BARRIER"
15108651,"GUARD RAIL"
15108651,"TRAFFIC SIGN"
15108737,"TELEPHONE WIRE BOX"
15108763,"METAL GUARD RAIL"
15108840,"RESIDENTIAL TREE"
15108895,"BARBED WIRE FENCE AND POSTS"
15108905,"FENCE"
15108907,"LIGHT POLE"
15108956,"FENCE"
15108965,"LIGHT POLE"
15108986,"MEDIAN/CURB"
15108991,"CONCRETE BARRIER"
15108992,"FENCE"
15109019,"CABLE BARRIER"
15109019,"37,000 LBS OF ORANGES"
15109034,"GATE/FENCE"
15109084,"STREET SIGN"
15109084,"STREET SIGN"
15109093,"PHONE BOX"
15109096,"MINOR DAMAGE TO CRASH CUSION"
15109120,"WANCO TRAILER WITH MESSAGE BOARD 6-BL-2"
15109132,"FENCE-10 FT"
15109190,"1- GROWN EVERGREEN TREE"
15109190,"1- WOOD PANEL FENCE"
15109220,"FENCE TO RESIDENCE"
15109223,"ROADWAY"
15109231,"FENCE"
15109248,"FENCE"
15109248,"MAILBOXES"
15109251,"FENCE"
15109257,"TREES"
15109262,"METAL SIDED BLDG."
15109293,"SIGN"
15109296,"POWER POLE"
15109304,"TREE"
15109304,"TX-DOT SIGN"
15109304,"CABLE SUPPORT LINE"
15109337,"15 FT GUARDRAIL"
15109342,"STREET SIGN"
15109347,"WRONG WAY SIGN"
15109347,"EXIT SIGN"
15109363,"CONTRETE  WALL"
15109364,"CENTER CABLE  BARRIER AND POST"
15109365,"STREET LAMP"
15109366,"FENCE DAMAGE"
15109403,"PEDESTRIAN SIGNAL LIGHT"
15109455,"GUARDRAIL"
15109463,"CHAIN LINK FENCE"
15109467,"1 LIGHT POLE"
15109502,"BARBED WIRE FENCE"
15109573,"ROCK WALL"
15109637,"2 SECTIONS OF 5FT PAINT TRANSFER"
15109690,"40 FT OF WOOD  FENCE"
15109690,"100 FT OF CHAIN LINK FENCE"
15109711,"TREE"
15109725,"RAISED FLOWER BEDS"
15109727,"POWER POLE"
15109728,"MAILBOX"
15109735,"GUARD RAIL"
15109735,"BARBED WIRE FENCE"
15109845,"HAND RAILS FOR SIDEWALK"
15109845,"3 TREES DAMAGED"
15109845,"BRICK BASE TO MAMA MARGIES SIGN"
15109908,"CONCRETE BARRIER"
15109926,"GUARD RAIL"
15109986,"SPEED LIMIT SIGN"
15109988,"ROAD SIGN"
15110025,"CHAIN LINKED FENCE"
15110025,"TREE AND BUSH"
15110083,"BRIDGE"
15110150,"BRICK MAILBOX"
15110150,"TREE"
15110160,"CRASH BARRELS 59 CONNECTOR RAMP"
15110160,"LEFT BARRIER WALL"
15110163,"FENCING"
15110163,"CONCRETE WALL"
15110200,"GUARDRAIL"
15110274,"ENTRY GATE"
15110311,"CONCRETE BARRIER $500"
15110502,"LANDSCAPE"
15110571,"MAILBOX"
15110595,"FIRE HYDRANT"
15110642,"(2) SMALL TREES"
15110701,"POWER BOX"
15110701,"LIGHT POLE"
15110701,"GRASS"
15110705,"LIGHT POLE"
15110711,"LEFT CEMENT BARRIER"
15110713,"LEFT CEMENT BARRIER"
15110788,"GUY WIRE"
15110788,"DAMAGE TO GRASS AND CULVERT"
15110788,"DAMAGE TO CULVERT"
15110798,"MAIL BOX"
15110820,"CONCRETE WALL"
15110826,"PIPE FENCE"
15110888,"FENCE"
15110890,"FENCE"
15110908,"CONCRETE  FENCE"
15111011,"FENCE POST X2"
15111027,"MAIL BOX"
15111040,"WHEEL CHAIR"
15111050,"STOP SIGN"
15111189,"EXTENSIVE GUARDRAIL DAMAGE"
15111194,"FENCE AND POST"
15111196,"LIGHT POLE"
15111201,"CONCRETE SIGN"
15111265,"DRIVEWAY-OIL DAMAGE"
15111265,"LIGHT POLE"
15111269,"LIGHT POLE"
15111327,"FIRE HYDRANT"
15111379,"LIGHT POLE"
15111408,"ROADSIDE SIGN PARTIALLY BROKEN"
15111421,"GUARD RAIL"
15111553,"APPROXIMATELY 10-15 FT OF GUARDRAIL"
15111569,"WOODEN ELECT. POLE"
15111573,"ROCK WALL"
15111587,"ROAD SIGN"
15111649,"TRIFFIC SIGN"
15111654,"LIGHT POLE"
15111697,"STREETSIGN / STOP SIGN"
15111728,"HARRIS COUNTY UTILITY POLE# 322604"
15111738,"CRASH BARRIER"
15111777,"DAMAGED LIGHT POLE"
15111836,"LANDSCAPING/TREES/GRASS"
15111839,"SCUFFS AND SCRAPES/ JERSY BARRIER"
15111839,"DAMAGE TO LANDSCAPE"
15111841,"BUILDING"
15111859,"TRAFFIC CONTROL DEVICE"
15111866,"GARAGE DOOR AND GARAGE ENTRANCE"
15111879,"JERSEY BARRIER"
15111937,"UTILITY LIGHT POLE #304641"
15111951,"FENCE DAMAGE"
15112029,"MINOR SCRAPES TO INSIDE RETAINING WALL"
15112130,"WATER BARRIER-CONTINUATOR"
15112160,"DAMAGE TO FIRE HYDRANT"
15112160,"DAMAGE TO BUSINESS SIGN"
15112160,"DAMAGE TO UTILITY POLE"
15112201,"CONCRETE BARRIER"
15112204,"TRAILER- LP: TX 25910P"
15112204,"WILKERSON COMPRESSOR AIR DRYER"
15112204,"QUINCY 25 HP INDUSTRIAL COMPRESSOR"
15112204,"PICKUP BED"
15112204,"DODGE RAM PICKUP: TX FKY0686"
15112218,"SCUFFS AND SCRAPES TO OUTSIDE WALL  X2"
15112219,"FENCE"
15112229,"PICKET FENCE"
15112229,"FENCE"
15112242,"35 MPH SIGN"
15112301,"CENTERPOINT POLE #2806"
15112309,"SIDEWALK METAL POLE"
15112369,"POLE VALUED $20"
15112410,"CONCRETE PRIVATE DRIVEWAY"
15112500,"WOODEN POLE/ LIGHT FIXTURE"
15112544,"BUILDING WALL"
15112560,"FRONT OF RESIDENCE"
15112631,"4 WOODEN BARRIER POLES"
15112635,"WOODEN POWERLINE POLE"
15112646,"WOODEN SIGN"
15112689,"30FEET WOOD PRIVACY FENCE"
15112698,"OUTSIDE WALL"
15112700,"SCUFFS TO INSIDE&OUTSIDE JERSEY BARRIERS"
15112701,"CONCRETE JERSEY WALL"
15112701,"DOWNED TREES AND SHRUBBERY"
15112710,"SCRAPES TO OUTSIDE JERSEY BARRIER WALL"
15112737,"BRICK MAIL BOXES"
15112755,"FENCE"
15112755,"LIGHT POLE"
15112760,"GUARDRAIL"
15112798,"CROSS ARM & INSULATORS FROM UTILITY POLE"
15112841,"BRICK FENCE POST"
15112844,"LAWN"
15112877,"BARBED WIRE FENCE"
15112889,"COMMUNITY MAILBOX"
15112907,"FENCE"
15112944,"WOODEN FENCE"
15112947,"ROCK WALL WROUGHT  IRON GATE"
15113094,"CONCRETE BARRIERS"
15113097,"MAIL BOX"
15113098,"LIGHT POLE (UNKNOWN NUMBER) 3500 WESTHEI"
15113182,"GUARDRAIL"
15113198,"GUARDRAIL"
15113243,"FENCE"
15113254,"FENCE AND GAS METER"
15113269,"GUARDRAIL"
15113270,"UTILITY POLE"
15113273,"BARBED WIRE FENCE"
15113281,"METAL MAILBOX"
15113282,"FENCE"
15113283,"LIGHT POLE"
15113333,"DOT  SIGN"
15113385,"REAR FENCE TO RESIDENCE"
15113402,"IRON FENCE ( 3 SECTIONS )"
15113422,"PIPE FENCE"
15113522,"LIGHT POLE"
15113522,"NEIGHBORHOOD SIGN / LANDSCAPE"
15113580,"LIGHT POST, MEDIAN BARRIER"
15113589,"TREE"
15113589,"FENCE AND POST"
15113604,"STOP SIGN"
15113608,"MAIL BOX"
15113610,"FIELD OF CROPS"
15113628,"GAURDRAIL DAMAGE"
15113637,"TAILGATE OF TRUCK/MAILBOX"
15113637,"BROKEN FENCE /FRONT  PORCH"
15113643,"BUILDING"
15113669,"GUARD RAIL"
15113689,"SCUFFS AND SCRAPES TO THE WALL"
15113691,"CRASH BARRELS"
15113713,"GAURD RAIL"
15113734,"LEASE SIGN"
15113750,"MAILBOX DAMAGED"
15113751,"GARAGE DOOR/FRAME"
15113751,"FRONT YARD/LANDSCAPING"
15113755,"BICYCLE"
15113767,"SIDE OF HOUSE"
15113768,"FIRE HYDRANT"
15113779,"LIGHT POLE #647460"
15113787,"BRICK OBJECT (TREE PLANTER) SURROUND TRE"
15113799,"CONCRETE WALL BARRICADE"
15113814,"SIGNAL POLE"
15113882,"CONCRETE WALL"
15113968,"BARBED WIRE FENCE"
15114028,"LIGHT POLE"
15114028,"4400 NE LOOP FIELD WITH POWER LINES"
15114028,"HOUSE"
15114232,"UTILITY POLE"
15114232,"NATURAL GAS LINE"
15114328,"STREET SIGN"
15114431,"FENCE"
15114435,"ELECTRICAL POLE"
15114441,"GUARD RAIL"
15114442,"MAIL BOX"
15114454,"6FT BLACK METAL FENCE"
15114521,"1- DELINEATOR"
15114535,"APPROX. 50 YARDS OF MEDIAN CABLE"
15114539,"LIGHT POLE"
15114562,"FENCE"
15114569,"LIGHT POLE"
15114577,"TXDOT SIGN"
15114631,"DELINEATOR"
15114635,"FIRE HYDRANT"
15114645,"METAL FENCE"
15114666,"HOUSE"
15114683,"BARBED WIRE FENCE"
15114684,"STREET SIGN"
15114811,"CHAIN LINK FENCE AND TREE"
15114838,"DAMAGED ""EXTRUDER TERMINAL"""
15114863,"GUARD RAIL"
15114917,"TRAFFIC LIGHTS"
15114943,"JERSERY BARIER/GUARD RAIL"
15114943,"SIGN AND POLE"
15114979,"50 FT. OF CHAINLINK FENCE"
15115095,"FENCE"
15115102,"GRAIN ELEVATOR"
15115107,"BARB WIRE FENC"
15115117,"WATER PIPE"
15115129,"UTILITY POLE W/TRANSFORMER"
15115155,"CULVERT"
15115171,"FENCE"
15115192,"TREE"
15115202,"UTILITY LIGHT POLE"
15115203,"CONCRETE BARRIER"
15115219,"CABLE"
15115240,"BARRIER"
15115257,"DAMAGE TO GRASS"
15115290,"FIBER-OPTIC CABLE POLE DAMAGED"
15115367,"ELECTRIC POLE"
15115367,"PEDESTRIAN CROSS SIGN"
15115422,"LIGHT POLE DESTROYED"
15115425,"BROKEN FENCE GATE"
15115454,"BROKEN SIGN POLE"
15115484,"UTILITY POLE"
15115489,"MAIL BOX"
15115492,"DAMAGED LIGHT POLE"
15115500,"MAILBOX X 4"
15115543,"METAL LIGHT POLE"
15115557,"CART CORRAL"
15115557,"SH 21 STREET SIGN"
15115557,"STREET LIGHT"
15115574,"GUARD RAIL/SIGN"
15115574,"VEGETATION (BEETS)"
15115608,"FENCE"
15115632,"VENT PIPE"
15115639,"MAIN WATER LINE"
15115639,"LANDSCAPING/MAILBOX"
15115665,"MAILBOX"
15115665,"MAILBOX"
15115666,"CITY LIGHT POLE #592614"
15115666,"ELECTRIC POLE #9332"
15115677,"STREET SIGN"
15115677,"MAILBOX"
15115685,"DAMAGED DELINEATOR POST"
15115710,"TREE"
15115734,"POWER LINE POLE"
15115743,"FENCE"
15115746,"BARBED WIRE FENCE"
15115748,"LIGHT POLE, UTILITY POLE"
15115757,"APPROX. 400FT. HIGH GAME FENCE"
15115757,"APPROX. 400 FT. BARBED WIRE FENCE"
15115769,"LIFT STATION"
15115769,"FENCE"
15115788,"12 SHRUBS ON LEFT SIDE OF ROADWAY"
15115802,"CABLES AND LIGHT POLE"
15115806,"PLANTS AND BUSHES"
15115843,"CULVERT & BAR DITCH DAMAGE"
15115848,"CONSTRUCTION BARRICADE"
15115857,"32 TIRES AND RIMS"
15115868,"SAFETY CABLE BARRIER SYSTEM"
15115881,"LIGHT POLE"
15115897,"UTILITY POLE"
15115932,"FENCE DAMAGE"
15115934,"PANEL FENCE"
15115947,"MAILBOX & POST/REMOTE GATE OPENER & POST"
15116019,"PORCH"
15116019,"YARD"
15116019,"YARD"
15116019,"SIDING"
15116024,"FENCE POST"
15116025,"GUARD RAIL"
15116093,"FENCE"
15116118,"FENCE"
15116118,"PHONE BOX"
15116121,"FENCE"
15116132,"RED FIRE HYDRANT"
15116154,"MAILBOX"
15116154,"UTILITY POLE"
15116165,"""ONE WAY"" SIGN"
15116175,"STOP SIGN"
15116182,"ELECTRICAL POLE"
15116207,"CHAIN LINK FENCE"
15116251,"LIGHT POLE"
15116256,"WIRE BOX"
15116369,"CONCRETE BARRIER"
15116400,"METAL FENCE"
15116414,"DITCH"
15116414,"STOP SIGN/STREET SIGN"
15116424,"SPEED LIMIT SIGN"
15116453,"SEVERE STRUCTURAL DAMAGE TO RESIDENCE"
15116489,"GREEN FENCE"
15116572,"GAS METER"
15116572,"PIPE FENCING"
15116572,"PIPE FENCING"
15116649,"TRAFFIC SIGN"
15116661,"APPROX 70 FT OF METAL GUARD RAIL W POST"
15116669,"ATTENUATOR"
15116696,"BARB WIRE FENCE"
15116788,"METAL UTILITY POLE WITH STREET LIGHT FIX"
15116857,"CABLE BARRIER"
15116947,"CONCRETE CULVERT"
15116947,"MAILBOX"
15117058,"MAILBOX $150"
15117083,"STRUCK/DOWN POLE"
15117139,"FENCE"
15117158,"TELEPHONE POLE 216666"
15117228,"SPEED LIMIT SIGN"
15117389,"TREE"
15117401,"LIGHT POLE"
15117401,"FENCE"
15117441,"$10,000 DAMAGE TO CRASH CUSHION"
15117479,"LIGHT POLE #517861"
15117483,"LARGE TRAFFIC LIGHT SIGNAL METAL POLE"
15117483,"METAL POLE WITH 4 SIGNS ATTACHED"
15117537,"SPEED SIGN"
15117543,"WOODED UTILITY POLE (LIGHT POLE)"
15117564,"DAMAGE TO FIRE HYDRANT"
15117569,"GUARD RAIL DAMAGE"
15117646,"BARBED WIRE FENCE"
15117661,"2015 KAWASAKI MC"
15117694,"FENCE"
15117720,"GUARDRAIL"
15117740,"CAR WASH COIN BOX"
15117785,"SIGN"
15117790,"GUARDRAIL DAMAGE"
15117796,"TELEPHONE POLE DAMAGED BY VEHICLE"
15117829,"PIPE AND CABLE FENCE"
15117829,"BOVINE CALF"
15117839,"WIRE FENCE"
15117853,"BROKEN FIRE HYDRANT"
15117968,"UTILITY POLE"
15117987,"TELEPHONE POLE"
15117988,"METAL GUARDRAIL"
15118014,"MAIL BOXES, SEPTIC TANK, PIPING"
15118019,"METAL GUARD RAIL"
15118074,"CONCRETE BARRIER"
15118112,"BARB WIRE FENCE"
15118115,"DRAINAGE DITCH"
15118135,"BARBED WIRE FENCE"
15118140,"CABLE BARRIER"
15118153,"NORTH BOUND RIGHT SHOULDER BARRIER"
15118198,"5 FT. PAINT TRANSFER RIGHT WALL"
15118227,"BARB WIRE FENCING & PIPE POSTS"
15118298,"WIRE FENCE WITH BARBED WIRE 2000 PARKER"
15118303,"ROCK WALL"
15118397,"CONCRETE BARRIER SLIGHTLY CRACKED"
15118397,"DAMAGED GUARD RAIL ON SH 360"
15118426,"WIRE BARRIER/BARRICADE SUPPORT"
15118454,"SPEED LIMIT SIGN/POST"
15118472,"GUARDRAIL"
15118548,"CONCRETE BRIDGE CULVERT"
15118572,"RESIDENTIAL HOME"
15118651,"GRASS AND CONCRETE STAIRS IN FRONT YARD"
15118778,"SPEED LIMIT SIGN"
15118806,"UTILITY POLE"
15118836,"FENCE"
15118855,"STOP SIGN"
15118903,"FENCE"
15118909,"STOP SIGN"
15118919,"CITY LIGHT POLE #461793"
15118930,"FENCE"
15118932,"MAILBOX"
15118932,"MAILBOX"
15118961,"BARBED WIRE FENCE"
15118961,"MAIL BOX"
15118961,"TELEPHONE POLE/BOX"
15118980,"STREET SIGN"
15119000,"GUARD FENCE"
15119032,"ELECTRIC UTILITY POLE"
15119035,"UTILITY POLE"
15119065,"PIPE FENCE W/ CATTLE PANELS"
15119078,"PROPERTY GATE"
15119078,"STRUCTURAL BOX"
15119078,"IRRIGATION SYSTEM"
15119078,"AC UNIT"
15119134,"FENCE"
15119142,"CONCRETE BARRICADE  & BARRELS"
15119168,"STOP SIGN"
15119190,"SPRINKLER SYSTEM BOX COVER"
15119192,"LIGHT POLE"
15119229,"CONCRETE BARRIER-NO DAMAGE"
15119255,"CABLE BARIER"
15119280,"DO NOT ENTER SIGN"
15119282,"FIRE HYDRANT"
15119285,"ONEWAY STREET SIGN"
15119291,"SCRAPED DENTED LAMPOST"
15119301,"BRICK MAILBOX"
15119354,"FENCE"
15119354,"FENCE"
15119356,"ELECTRICAL POLE"
15119364,"HIGH GAME FENCE"
15119365,"MAILBOX"
15119372,"TX DOT EXIT SIGN"
15119436,"FRONT FENCE AND PLANTS"
15119446,"AT&T BOX #12210"
15119468,"YEILD SIGN KNOCKED DOWN"
15119491,"PROPERTY FENCE"
15119496,"BARBED WIRE FENCE"
15119498,"BARBED WIRE FENCE"
15119499,"GUARDRAIL"
15119552,"MAILBOX"
15119552,"PIPE FENCE"
15119727,"SIGN POLE WAS STRUCK"
15119729,"MILE MARKER SIGN"
15119733,"GUARD RAIL"
15119744,"STREET SIGN / POLE"
15119747,"BARBED WIRE FENCE/POLE FENCE"
15119765,"MAILBOX"
15119791,"STREET SIGN"
15119792,"FENCE"
15119820,"ROAD SIGN"
15119864,"STOP SIGN"
15119869,"FENCE AND MAILBOX"
15119869,"ELECTRIC POLE, LINE, AND GUIDE WIRE"
15119869,"FENCE AND GATE"
15119914,"GUARD RAIL DAMAGE"
15120027,"1 WOODEN DECK / TRAILER"
15120099,"TELEPHONE POLE"
15120100,"STREET SIGN"
15120100,"STREET LIGHT"
15120233,"TRAVEL TRAILER"
15120244,"JERSEY BARRIER"
15120258,"UTILITY POLE/WIRES"
15120284,"TREE"
15120284,"SPEED LIMIT SIGN"
15120294,"TV REPAIR SHOP WALL"
15120304,"FENCE POSTS AND FENCING"
15120318,"CONCRETE BARRIER"
15120418,"FENCE AND MAIL BOX"
15120432,"GUARD RAIL"
15120449,"TXDOT SIGN"
15120454,"FENCE"
15120462,"ROAD SURFACE"
15120462,"ATTENUATOR"
15120462,"LEFT BARRIER WALL"
15120462,"RIGHT BARRIER WALL"
15120465,"CONCRETE WALL"
15120468,"TREE"
15120477,"LEFT CEMENT BARRIER"
15120486,"GUARD RAIL"
15120522,"SIDING TO BUILDING"
15120546,"FENCE"
15120559,"FENCE"
15120643,"WHITE ADVERTISEMENT SIGN MADE OF WOOD"
15120643,"ABANDONDED FIREWORKS STAND"
15120657,"YIELD SIGN DAMAGED"
15120659,"DAMAGED STONE WALL"
15120662,"BARRIER WALL"
15120750,"GUARD RAIL"
15120753,"STREET SIGN"
15120753,"LIGHT POLE"
15120770,"FIVE DAMAGED BRACES TO CULVERT"
15120770,"DAMAGED FENCE"
15120770,"TWO DESTROYED DELINEATOR, AND OTHER PROP"
15120770,"T-POST ELECTRICAL MARKER"
15120770,"PLASTIC ELECTRIC LINE MARKER"
15120790,"BRIDGE SUPPORT"
15120792,"CABLE BARRIER POSTS"
15120795,"CABLE BARRIER POSTS"
15120820,"BRICK MAIL BOX"
15120915,"TREE"
15120915,"STREET LAMP POLE #3N6W49"
15120919,"CABLE BARRIER FENCE"
15120926,"SIGN"
15120935,"STREET LIGHT POLE"
15120940,"3 CABLE BARRIER POSTS"
15120946,"DAMAGE TO METAL CRASH ATTENUATOR"
15120950,"FENCE"
15120974,"FENCE"
15120974,"UTILITY POLE"
15120975,"CONCRETE CULVERT"
15120991,"BARBED WIRE FENCE"
15121001,"TREES DAMAGED IN MEDIAN"
15121017,"LIGHT POLE"
15121028,"ROCK PILLAR SIGN"
15121073,"BLACK TOYOTA 4RUNNER"
15121073,"WHITE ACURA 3.2TL"
15121100,"UTILITY POLE"
15121110,"TREE"
15121137,"STOP SIGN"
15121189,"TWO BARIER POLES DAMAGED"
15121195,"LANDSCAPING FIXTURES"
15121205,"20 FEET OF GUARDRAIL"
15121207,"CITY FIRE HYDRANT"
15121266,"GUARD RAIL DAMAGE"
15121278,"BASE OF POLE, CEMENT"
15121648,"BRICK MAIL BOX"
15121681,"CRASH BARRELS"
15121689,"JERSEY WALL"
15121692,"JERSEY BARRIER"
15121726,"STREET SIGN"
15121729,"CHAIN LINK FENCE"
15121780,"CABLE BARRIER"
15121781,"CABLE BARRIER"
15121787,"CABLE BARRIER SYSTEM"
15121798,"CABLE BARRIER AND SIGN"
15121810,"GARAGE"
15121810,"FENCE"
15121815,"ROAD SIGN"
15121816,"CABLE BARRIER"
15121819,"CABLE BARRIER SYSTEM"
15121836,"CONCRETE SIDE WALK"
15121885,"POST OFFICE MAIL BOXES"
15121901,"SIGN DAMAGE"
15121914,"FENCE LINE DAMAGE"
15121957,"BROKEN  FENCE"
15122011,"FIRE HYDRANT"
15122050,"METAL DIRECTIONAL ARROW SIGN"
15122100,"DAMAGE TO FOUNTAIN AND LANDSCAPING"
15122144,"POLE 4141662/35885525 & 2 BLDG ATTACHMEN"
15122162,"OVERHEAD LIGHT POLE W/FOUNDATION"
15122260,"2 PYLONS AND GUARDRAIL"
15122275,"7 PYLONS AND A SECTION OF GUARDRAIL"
15122295,"INSIDE JERSEY BARRIER"
15122322,"ELECTRICITY POLE"
15122322,"WROUGHT IRON FENCE"
15122363,"WOODEN POLES"
15122365,"CABLE BARRIER"
15122379,"PALM TREE"
15122385,"DAMAGED CONCRETE ON DRIVEWAY"
15122385,"DAMAGED BRICK"
15122385,"DAMAGED AT@T CABLE BOX"
15122385,"DAMAGED PALM TREE"
15122389,"CITY SPEED SIGN"
15122394,"METAL POLES"
15122410,"DAMAGED MAILBOX"
15122434,"DAMAGE TO STREET SIGN AND STOP SIGN"
15122442,"MEDIAN BARRIER"
15122471,"TURN AHEAD SIGN"
15122513,"PLASTIC GAURDRAIL"
15122527,"TURN SIGN"
15122564,"BUILDING/SOUTH WALL NEAR ENTRANCE"
15122565,"GUARD RAIL"
15122565,"CONCRETE WALL"
15122670,"CONCRETE LIGHT POLE"
15122710,"FENCE"
15122802,"PICKET FENCE AND YARD DAMAGED"
15122812,"GUARD RAIL"
15122819,"GUARD RAIL"
15122824,"GAS METER"
15122824,"CHAINLINK FENCE"
15122832,"METAL SIDEWALK POLE"
15122848,"FLASHING CROSSWALK SIGN"
15122906,"BICYCLE"
15122912,"FRONT YARD FENCE"
15122972,"SIGNS"
15123034,"BUILDING WALL"
15123048,"FENCE 8 FT"
15123048,"RESIDENCE SEVERE DAMAGE"
15123048,"FENCE 36 FT"
15123062,"ROAD SIDE REFLECTOR SIGN"
15123107,"BARRIER"
15123212,"MEDIAN"
15123213,"6 METAL CABLE POST AND SLOW CURVE SIGN"
15123224,"FENCE"
15123224,"ELECTRIC POLE/TELEPHONE POLE"
15123224,"PLANTS/CACTUS"
15123278,"STREET SIGNAGE / STOP SIGN / UTILITY POL"
15123278,"30 FEET CHAIN LINK FENCE"
15123302,"HOUSE"
15123302,"HOUSE"
15123321,"CHAIN LINK FENCE"
15123321,"AT&T UNDERGROUND CABLE BOX"
15123321,"WATER PIPE"
15123326,"BRICKED MAILBOX"
15123326,"ROAD SIGN FOR CURVE AHEAD"
15123332,"ROADSIDE CURB"
15123368,"PIPE FENCE"
15123386,"ELECTRICAL POLE"
15123440,"BARBED WIRE FENCE W/ T-POST/CEDAR POST"
15123453,"KNOCKED DOWN STOP SIGN ON FM 533"
15123500,"PERSONAL BELONGINGS"
15123500,"TOWNHOME"
15123500,"BRICK AND IRON WALL"
15123528,"LIGHT POLE"
15123549,"CONCRETE RETAINING WALL"
15123563,"GUARD RAIL AND POST"
15123568,"GUARDRAIL"
15123570,"GUARD RAIL, NORTH SIDE OF IH20 WB"
15123584,"BRICK HOUSE"
15123585,"BARBED WIRE FENCE"
15123591,"TRAFFIC SIGN & DELINEATOR POST"
15123593,"RT BARRIER MOVED 1 1/2 FT"
15123596,"GUARDRAIL-POSTS-END CAP"
15123604,"1 SECTION OF GUARD RAIL, 2 WOOD POSTS"
15123655,"FENCE"
15123663,"OFFICE BUILDING"
15123676,"STREET SIGN (RB 780)"
15123760,"TELEPHONE POLE"
15123770,"BARBED WIRE FENCE"
15123786,"(5) MAILBOXES"
15123807,"WOODEN FENCE"
15123811,"WIRE FENCE"
