"CRASH_ID","UNIT_NBR","DRVR_LIC_RESTRIC_ID"
15135500,2,"WITH CORRECTIVE LENSES"
15135502,1,"NONE"
15135502,2,"NONE"
15135504,1,"NONE"
15135504,2,"NONE"
15135504,3,"NONE"
15135507,1,"NONE"
15135507,2,"NONE"
15135507,3,"WITH CORRECTIVE LENSES"
15135509,1,"NONE"
15135514,1,"WITH CORRECTIVE LENSES"
15135515,1,"NONE"
15135517,1,"UNLICENSED"
15135517,2,"NONE"
15135521,1,"WITH CORRECTIVE LENSES"
15135521,2,"WITH CORRECTIVE LENSES"
15135530,1,"WITH CORRECTIVE LENSES"
15135531,1,"NONE"
15135532,1,"NONE"
15135532,2,"WITH CORRECTIVE LENSES"
15135534,1,"WITH CORRECTIVE LENSES"
15135534,2,"NONE"
15135535,1,"WITH CORRECTIVE LENSES"
15135535,1,"IF CMV, ONLY TRANS PERSONAL PROP INTERSTATE"
15135535,2,"UNLICENSED"
15135537,1,"WITH CORRECTIVE LENSES"
15135537,2,"WITH CORRECTIVE LENSES"
15135565,1,"WITH CORRECTIVE LENSES"
15135565,2,"WITH CORRECTIVE LENSES"
15135575,1,"WITH CORRECTIVE LENSES"
15135575,2,"NONE"
15135580,1,"NONE"
15135582,1,"UNLICENSED"
15135582,2,"NONE"
15135583,1,"NONE"
15135583,2,"WITH CORRECTIVE LENSES"
15135588,1,"OTHER/OUT OF STATE"
15135591,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15135592,1,"WITH CORRECTIVE LENSES"
15135592,2,"WITH CORRECTIVE LENSES"
15135593,1,"WITH CORRECTIVE LENSES"
15135593,2,"OTHER/OUT OF STATE"
15135602,1,"NONE"
15135602,2,"NONE"
15135609,1,"WITH CORRECTIVE LENSES"
15135609,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15135610,1,"NONE"
15135619,1,"OTHER/OUT OF STATE"
15135619,3,"UNLICENSED"
15135619,4,"UNLICENSED"
15135623,1,"NONE"
15135626,1,"NONE"
15135626,2,"NONE"
15135631,1,"UNLICENSED"
15135631,2,"NONE"
15135633,1,"WITH CORRECTIVE LENSES"
15135633,2,"NONE"
15135634,1,"NONE"
15135640,1,"WITH CORRECTIVE LENSES"
15135646,1,"UNLICENSED"
15135646,2,"NONE"
15135650,1,"OTHER/OUT OF STATE"
15135651,1,"NONE"
15135651,2,"OTHER/OUT OF STATE"
15135660,1,"WITH CORRECTIVE LENSES"
15135661,1,"NONE"
15135666,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15135666,2,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15135689,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15135689,2,"OTHER/OUT OF STATE"
15135694,1,"WITH CORRECTIVE LENSES"
15135694,2,"WITH CORRECTIVE LENSES"
15135695,1,"NONE"
15135695,2,"NONE"
15135698,1,"NONE"
15135698,2,"WITH CORRECTIVE LENSES"
15135711,1,"UNLICENSED"
15135711,2,"UNKNOWN"
15135720,1,"NONE"
15135720,2,"NONE"
15135720,3,"OTHER/OUT OF STATE"
15135724,1,"NONE"
15135724,2,"NONE"
15135725,1,"NONE"
15135725,2,"UNLICENSED"
15135726,1,"UNLICENSED"
15135726,2,"UNLICENSED"
15135726,3,"NONE"
15135727,1,"WITH CORRECTIVE LENSES"
15135727,2,"NONE"
15135728,1,"OTHER/OUT OF STATE"
15135740,1,"NONE"
15135740,2,"WITH CORRECTIVE LENSES"
15135759,1,"UNLICENSED"
15135759,2,"UNLICENSED"
15135761,1,"NONE"
15135761,2,"WITH CORRECTIVE LENSES"
15135770,1,"WITH CORRECTIVE LENSES"
15135770,2,"NONE"
15135790,1,"WITH CORRECTIVE LENSES"
15135790,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15135792,1,"UNLICENSED"
15135792,2,"NONE"
15135792,3,"NONE"
15135808,1,"NONE"
15135810,1,"NONE"
15135821,1,"WITH CORRECTIVE LENSES"
15135821,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15135825,1,"NONE"
15135825,2,"UNLICENSED"
15135825,3,"WITH CORRECTIVE LENSES"
15135825,4,"WITH CORRECTIVE LENSES"
15135826,1,"UNLICENSED"
15135826,2,"NONE"
15135826,3,"WITH CORRECTIVE LENSES"
15135826,4,"WITH CORRECTIVE LENSES"
15135827,1,"NONE"
15135827,2,"UNLICENSED"
15135827,3,"NONE"
15135834,1,"NONE"
15135836,1,"NONE"
15135836,2,"OTHER/OUT OF STATE"
15135843,1,"UNLICENSED"
15135851,1,"NONE"
15135851,2,"OTHER/OUT OF STATE"
15135853,1,"WITH CORRECTIVE LENSES"
15135868,1,"WITH CORRECTIVE LENSES"
15135868,2,"WITH CORRECTIVE LENSES"
15135872,1,"WITH CORRECTIVE LENSES"
15135872,2,"WITH CORRECTIVE LENSES"
15135873,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15135873,2,"WITH CORRECTIVE LENSES"
15135874,1,"WITH CORRECTIVE LENSES"
15135875,1,"NONE"
15135875,2,"WITH CORRECTIVE LENSES"
15135880,1,"NONE"
15135880,2,"NONE"
15135890,1,"NONE"
15135890,2,"NONE"
15135897,1,"WITH CORRECTIVE LENSES"
15135898,1,"UNLICENSED"
15135906,1,"NONE"
15135906,2,"NONE"
15135920,1,"WITH CORRECTIVE LENSES"
15135920,2,"WITH CORRECTIVE LENSES"
15135936,1,"NONE"
15135936,2,"UNLICENSED"
15135947,1,"WITH CORRECTIVE LENSES"
15135947,2,"NONE"
15135954,1,"NONE"
15135954,2,"UNKNOWN"
15135957,1,"NONE"
15135958,1,"NONE"
15135958,2,"NONE"
15135958,3,"NONE"
15135977,1,"UNLICENSED"
15135977,2,"NONE"
15135977,3,"NONE"
15135980,1,"NONE"
15135980,2,"NONE"
15135982,1,"NONE"
15135982,2,"NONE"
15135985,1,"NONE"
15135985,2,"NONE"
15135985,3,"OTHER/OUT OF STATE"
15135988,1,"NONE"
15135988,2,"NONE"
15135990,1,"UNLICENSED"
15135990,2,"UNLICENSED"
15135990,3,"WITH CORRECTIVE LENSES"
15136004,1,"NONE"
15136004,2,"NONE"
15136009,1,"UNLICENSED"
15136009,2,"NONE"
15136029,1,"NONE"
15136029,2,"OTHER/OUT OF STATE"
15136030,1,"NONE"
15136030,2,"NONE"
15136030,3,"OTHER/OUT OF STATE"
15136052,1,"NONE"
15136052,2,"WITH CORRECTIVE LENSES"
15136070,1,"LOFS 21 OR OVER"
15136070,2,"OTHER/OUT OF STATE"
15136075,1,"NONE"
15136081,1,"UNLICENSED"
15136081,2,"WITH CORRECTIVE LENSES"
15136089,1,"UNKNOWN"
15136089,2,"UNLICENSED"
15136089,3,"NONE"
15136104,1,"UNLICENSED"
15136111,1,"NONE"
15136111,2,"NONE"
15136111,3,"NONE"
15136116,1,"WITH CORRECTIVE LENSES"
15136123,1,"UNLICENSED"
15136123,2,"UNLICENSED"
15136136,1,"LOFS 21 OR OVER VEHICLE ABOVE CLASS C"
15136136,2,"UNLICENSED"
15136146,1,"STATED ON LICENSE"
15136155,1,"OTHER/OUT OF STATE"
15136155,2,"NONE"
15136157,1,"UNLICENSED"
15136157,2,"WITH CORRECTIVE LENSES"
15136169,1,"WITH CORRECTIVE LENSES"
15136177,1,"WITH CORRECTIVE LENSES"
15136177,2,"UNLICENSED"
15136187,1,"NONE"
15136187,2,"NONE"
15136190,1,"NONE"
15136190,2,"NONE"
15136210,1,"NONE"
15136210,2,"NONE"
15136210,3,"NONE"
15136215,1,"WITH CORRECTIVE LENSES"
15136217,1,"NONE"
15136230,1,"NONE"
15136230,2,"NONE"
15136235,1,"NONE"
15136235,2,"NONE"
15136248,1,"UNLICENSED"
15136257,1,"NONE"
15136257,2,"NONE"
15136262,1,"NONE"
15136262,2,"NONE"
15136274,1,"WITH CORRECTIVE LENSES"
15136274,2,"WITH CORRECTIVE LENSES"
15136279,1,"NONE"
15136279,2,"NONE"
15136281,1,"NONE"
15136281,2,"WITH CORRECTIVE LENSES"
15136285,1,"NONE"
15136285,2,"NONE"
15136290,1,"UNLICENSED"
15136300,1,"UNLICENSED"
15136300,2,"UNLICENSED"
15136300,3,"UNKNOWN"
15136301,1,"NONE"
15136301,2,"NONE"
15136302,1,"NONE"
15136302,2,"NONE"
15136328,1,"NONE"
15136328,2,"NONE"
15136331,1,"UNKNOWN"
15136331,2,"OUTSIDE REARVIEWMIRROR OR HEARING AID"
15136342,1,"NONE"
15136342,2,"NONE"
15136342,3,"WITH CORRECTIVE LENSES"
15136343,1,"NONE"
15136343,3,"UNKNOWN"
15136347,1,"WITH CORRECTIVE LENSES"
15136347,2,"NONE"
15136366,1,"NONE"
15136366,2,"NONE"
15136368,1,"WITH CORRECTIVE LENSES"
15136368,2,"UNLICENSED"
15136371,1,"NONE"
15136371,2,"UNKNOWN"
15136390,1,"NONE"
15136390,2,"NONE"
15136398,1,"NONE"
15136403,1,"NONE"
15136403,2,"NONE"
15136403,3,"NONE"
15136425,1,"UNLICENSED"
15136425,2,"OTHER/OUT OF STATE"
15136432,1,"NONE"
15136455,1,"UNLICENSED"
15136455,2,"NONE"
15136465,1,"UNLICENSED"
15136465,2,"NONE"
15136481,1,"NONE"
15136481,2,"NONE"
15136482,1,"LICENSED MC OPERATOR 21 OR OVER IN SIGHT"
15136482,2,"WITH CORRECTIVE LENSES"
15136488,1,"OTHER/OUT OF STATE"
15136488,2,"NONE"
15136488,3,"WITH CORRECTIVE LENSES"
15136492,1,"NONE"
15136492,2,"NONE"
15136525,1,"UNLICENSED"
15136526,1,"NONE"
15136526,2,"NONE"
15136531,1,"NONE"
15136531,2,"NONE"
15136544,1,"NONE"
15136544,2,"NONE"
15136546,1,"NONE"
15136546,2,"NONE"
15136551,1,"OTHER/OUT OF STATE"
15136551,2,"OTHER/OUT OF STATE"
15136553,1,"NONE"
15136553,2,"WITH CORRECTIVE LENSES"
15136553,3,"NONE"
15136560,1,"NONE"
15136560,2,"LOFS 21 OR OVER"
15136588,1,"LOFS 21 OR OVER"
15136595,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15136599,1,"NONE"
15136608,1,"UNLICENSED"
15136608,2,"UNLICENSED"
15136611,1,"NONE"
15136611,2,"NONE"
15136624,1,"NONE"
15136624,2,"NONE"
15136624,3,"NONE"
15136624,4,"WITH CORRECTIVE LENSES"
15136624,5,"UNLICENSED"
15136626,1,"UNLICENSED"
15136626,2,"WITH CORRECTIVE LENSES"
15136631,1,"NONE"
15136631,2,"NONE"
15136632,1,"NONE"
15136632,2,"NONE"
15136633,1,"NONE"
15136633,2,"NONE"
15136635,1,"NONE"
15136655,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15136662,1,"NONE"
15136665,1,"UNLICENSED"
15136665,2,"UNLICENSED"
15136672,1,"NONE"
15136672,2,"WITH CORRECTIVE LENSES"
15136672,3,"NONE"
15136673,1,"UNLICENSED"
15136673,2,"WITH CORRECTIVE LENSES"
15136675,1,"UNLICENSED"
15136675,2,"NONE"
15136676,1,"NONE"
15136680,1,"NONE"
15136680,2,"NONE"
15136694,1,"NONE"
15136694,2,"OTHER/OUT OF STATE"
15136696,1,"UNLICENSED"
15136696,2,"UNLICENSED"
15136719,1,"NONE"
15136719,2,"NONE"
15136719,3,"NONE"
15136722,1,"NONE"
15136722,2,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15136724,1,"NONE"
15136724,2,"OTHER/OUT OF STATE"
15136725,1,"NONE"
15136726,1,"NONE"
15136726,2,"NONE"
15136727,1,"WITH CORRECTIVE LENSES"
15136727,2,"NONE"
15136729,1,"UNLICENSED"
15136729,2,"WITH CORRECTIVE LENSES"
15136745,1,"UNKNOWN"
15136758,1,"NONE"
15136758,2,"NONE"
15136771,1,"UNKNOWN"
15136774,1,"LOFS 21 OR OVER"
15136774,2,"WITH CORRECTIVE LENSES"
15136775,1,"NONE"
15136776,1,"NONE"
15136776,2,"NONE"
15136800,1,"UNKNOWN"
15136800,2,"NONE"
15136806,1,"OTHER/OUT OF STATE"
15136806,2,"NONE"
15136809,1,"WITH CORRECTIVE LENSES"
15136810,1,"NONE"
15136810,2,"NONE"
15136814,1,"NONE"
15136819,1,"UNLICENSED"
15136819,2,"NONE"
15136820,1,"OTHER/OUT OF STATE"
15136820,2,"OCC./ESSENT. NEED DL-NO CMV-SEE COURT ORDER (EFF. END 12/31/2016)"
15136820,3,"NONE"
15136824,1,"NONE"
15136824,2,"UNLICENSED"
15136831,1,"UNLICENSED"
15136832,1,"UNLICENSED"
15136832,2,"NONE"
15136833,1,"NONE"
15136833,2,"NONE"
15136841,1,"NONE"
15136841,2,"UNLICENSED"
15136842,1,"NONE"
15136849,1,"OTHER/OUT OF STATE"
15136849,2,"UNLICENSED"
15136854,1,"NONE"
15136854,2,"NONE"
15136858,1,"UNLICENSED"
15136858,2,"UNLICENSED"
15136861,1,"NONE"
15136861,2,"NONE"
15136863,1,"NONE"
15136863,2,"NONE"
15136871,1,"NONE"
15136887,1,"NONE"
15136887,2,"NONE"
15136911,1,"WITH CORRECTIVE LENSES"
15136917,1,"WITH CORRECTIVE LENSES"
15136917,2,"NONE"
15136918,1,"WITH CORRECTIVE LENSES"
15136918,2,"WITH CORRECTIVE LENSES"
15136925,1,"WITH CORRECTIVE LENSES"
15136925,1,"IGNITION INTERLOCK REQUIRED (EFF. END 12/31/2016)"
15136925,1,"OCC./ESSENT. NEED DL-NO CMV-SEE COURT ORDER (EFF. END 12/31/2016)"
15136925,2,"OTHER/OUT OF STATE"
15136944,1,"NONE"
15136944,2,"HME EXPIRATION DATE MM/DD/YY"
15136947,1,"WITH CORRECTIVE LENSES"
15136947,2,"NONE"
15136948,1,"NONE"
15136948,2,"WITH CORRECTIVE LENSES"
15136954,1,"WITH CORRECTIVE LENSES"
15136968,1,"UNLICENSED"
15136968,2,"NONE"
15136975,1,"OTHER/OUT OF STATE"
15136975,3,"UNLICENSED"
15136978,1,"UNLICENSED"
15136978,2,"NONE"
15136983,1,"NONE"
15136998,1,"NONE"
15136998,2,"WITH CORRECTIVE LENSES"
15136999,1,"NONE"
15136999,2,"NONE"
15136999,3,"NONE"
15137003,1,"UNLICENSED"
15137008,1,"WITH CORRECTIVE LENSES"
15137008,2,"UNLICENSED"
15137033,1,"NONE"
15137033,2,"NONE"
15137033,3,"NONE"
15137037,1,"NONE"
15137037,2,"NONE"
15137056,1,"UNLICENSED"
15137056,2,"NONE"
15137060,1,"NONE"
15137067,1,"WITH CORRECTIVE LENSES"
15137067,2,"WITH CORRECTIVE LENSES"
15137074,1,"NONE"
15137074,2,"NONE"
15137079,1,"NONE"
15137087,1,"WITH CORRECTIVE LENSES"
15137087,2,"WITH CORRECTIVE LENSES"
15137106,1,"UNLICENSED"
15137107,1,"UNLICENSED"
15137107,2,"NONE"
15137122,1,"UNLICENSED"
15137122,2,"UNLICENSED"
15137126,1,"NONE"
15137126,2,"OTHER/OUT OF STATE"
15137140,1,"WITH CORRECTIVE LENSES"
15137146,1,"OTHER/OUT OF STATE"
15137160,1,"LOFS 21 OR OVER"
15137160,2,"WITH CORRECTIVE LENSES"
15137171,1,"NONE"
15137171,2,"WITH CORRECTIVE LENSES"
15137174,1,"NONE"
15137185,1,"NONE"
15137195,1,"NONE"
15137202,1,"NONE"
15137202,2,"NONE"
15137202,3,"UNLICENSED"
15137242,1,"NONE"
15137250,1,"NONE"
15137250,2,"NONE"
15137251,1,"NONE"
15137251,2,"WITH CORRECTIVE LENSES"
15137251,2,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15137258,1,"UNLICENSED"
15137260,1,"NONE"
15137261,1,"NONE"
15137261,2,"OTHER/OUT OF STATE"
15137271,1,"NONE"
15137279,1,"NONE"
15137279,2,"UNKNOWN"
15137280,1,"WITH CORRECTIVE LENSES"
15137280,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15137283,1,"WITH CORRECTIVE LENSES"
15137285,1,"NONE"
15137285,2,"WITH CORRECTIVE LENSES"
15137286,1,"NONE"
15137286,2,"NONE"
15137298,1,"NONE"
15137298,2,"UNLICENSED"
15137302,1,"WITH CORRECTIVE LENSES"
15137302,2,"NONE"
15137303,1,"NONE"
15137303,2,"CDL INTRASTATE ONLY (EFF. END 12/31/2016)"
15137308,1,"NONE"
15137308,2,"NONE"
15137311,1,"WITH CORRECTIVE LENSES"
15137311,2,"WITH CORRECTIVE LENSES"
15137312,1,"NONE"
15137312,2,"WITH CORRECTIVE LENSES"
15137312,3,"NONE"
15137323,1,"NONE"
15137328,1,"NONE"
15137328,2,"OTHER/OUT OF STATE"
15137330,1,"OTHER/OUT OF STATE"
15137330,2,"NONE"
15137339,1,"WITH CORRECTIVE LENSES"
15137339,2,"NONE"
15137348,1,"NONE"
15137355,1,"NONE"
15137355,2,"NONE"
15137356,1,"NONE"
15137356,2,"NONE"
15137361,1,"NONE"
15137361,2,"NONE"
15137363,1,"UNLICENSED"
15137363,2,"WITH CORRECTIVE LENSES"
15137368,1,"UNLICENSED"
15137370,1,"UNLICENSED"
15137381,1,"NONE"
15137381,2,"UNLICENSED"
15137394,1,"WITH CORRECTIVE LENSES"
15137394,2,"NONE"
15137400,1,"OTHER/OUT OF STATE"
15137400,2,"UNLICENSED"
15137400,3,"NONE"
15137401,1,"NONE"
15137401,2,"UNLICENSED"
15137402,1,"NONE"
15137402,2,"NONE"
15137412,1,"NONE"
15137412,3,"WITH CORRECTIVE LENSES"
15137413,1,"WITH CORRECTIVE LENSES"
15137413,3,"WITH CORRECTIVE LENSES"
15137414,1,"NONE"
15137414,2,"NONE"
15137415,1,"NONE"
15137415,2,"NONE"
15137423,1,"NONE"
15137443,1,"NONE"
15137443,2,"NONE"
15137450,1,"WITH CORRECTIVE LENSES"
15137450,3,"OTHER/OUT OF STATE"
15137452,1,"WITH CORRECTIVE LENSES"
15137460,1,"UNLICENSED"
15137463,1,"LOFS 21 OR OVER"
15137465,1,"WITH CORRECTIVE LENSES"
15137465,1,"STATED ON LICENSE"
15137466,1,"NONE"
15137466,2,"WITH CORRECTIVE LENSES"
15137472,1,"NONE"
15137472,2,"WITH CORRECTIVE LENSES"
15137485,1,"WITH CORRECTIVE LENSES"
15137485,2,"WITH CORRECTIVE LENSES"
15137486,1,"NONE"
15137486,3,"WITH CORRECTIVE LENSES"
15137487,1,"WITH CORRECTIVE LENSES"
15137491,1,"NONE"
15137491,2,"WITH CORRECTIVE LENSES"
15137504,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15137504,2,"NONE"
15137504,3,"WITH CORRECTIVE LENSES"
15137504,3,"OUTSIDE REARVIEWMIRROR OR HEARING AID"
15137511,1,"NONE"
15137517,1,"UNKNOWN"
15137520,1,"NONE"
15137520,2,"NONE"
15137526,1,"WITH CORRECTIVE LENSES"
15137526,2,"STATED ON LICENSE"
15137526,3,"NONE"
15137526,4,"UNKNOWN"
15137547,1,"OTHER/OUT OF STATE"
15137547,2,"NONE"
15137548,1,"NONE"
15137548,2,"NONE"
15137549,1,"WITH CORRECTIVE LENSES"
15137549,2,"WITH CORRECTIVE LENSES"
15137552,1,"NONE"
15137552,2,"NONE"
15137554,1,"NONE"
15137555,1,"UNLICENSED"
15137555,2,"NONE"
15137556,1,"NONE"
15137560,1,"NONE"
15137570,1,"NONE"
15137571,1,"NONE"
15137576,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15137576,2,"NONE"
15137579,1,"NONE"
15137579,2,"NONE"
15137580,1,"UNLICENSED"
15137580,2,"NONE"
15137580,3,"WITH CORRECTIVE LENSES"
15137581,1,"NONE"
15137581,2,"NONE"
15137583,1,"NONE"
15137583,2,"NONE"
15137592,1,"NONE"
15137592,2,"NONE"
15137595,1,"UNLICENSED"
15137595,2,"UNLICENSED"
15137610,1,"NONE"
15137610,2,"NONE"
15137613,1,"WITH CORRECTIVE LENSES"
15137613,2,"UNLICENSED"
15137617,1,"NONE"
15137618,1,"NONE"
15137633,1,"NONE"
15137633,2,"NONE"
15137642,1,"UNLICENSED"
15137649,1,"NONE"
15137669,1,"UNKNOWN"
15137669,2,"NONE"
15137675,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15137678,1,"NONE"
15137682,1,"NONE"
15137683,1,"WITH CORRECTIVE LENSES"
15137691,1,"NONE"
15137691,3,"NONE"
15137699,1,"UNKNOWN"
15137699,2,"UNKNOWN"
15137699,3,"UNKNOWN"
15137702,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15137702,2,"WITH CORRECTIVE LENSES"
15137711,1,"NONE"
15137717,1,"NONE"
15137718,1,"NONE"
15137720,1,"WITH CORRECTIVE LENSES"
15137720,2,"WITH CORRECTIVE LENSES"
15137731,1,"NONE"
15137734,1,"NONE"
15137734,2,"NONE"
15137742,1,"NONE"
15137742,2,"NONE"
15137746,1,"OTHER/OUT OF STATE"
15137746,2,"NONE"
15137749,1,"NONE"
15137749,2,"NONE"
15137755,1,"UNLICENSED"
15137755,2,"UNLICENSED"
15137763,1,"OTHER/OUT OF STATE"
15137763,2,"NONE"
15137764,1,"NONE"
15137767,1,"NONE"
15137767,2,"WITH CORRECTIVE LENSES"
15137771,1,"NONE"
15137771,2,"NONE"
15137777,1,"WITH CORRECTIVE LENSES"
15137777,1,"LOFS 21 OR OVER"
15137779,1,"NONE"
15137779,2,"NONE"
15137781,1,"NONE"
15137784,1,"NONE"
15137784,2,"WITH CORRECTIVE LENSES"
15137786,1,"WITH CORRECTIVE LENSES"
15137787,1,"WITH CORRECTIVE LENSES"
15137788,1,"UNLICENSED"
15137788,2,"OTHER/OUT OF STATE"
15137789,1,"OTHER/OUT OF STATE"
15137789,2,"NONE"
15137797,1,"NONE"
15137797,2,"UNLICENSED"
15137798,1,"OTHER/OUT OF STATE"
15137798,2,"NONE"
15137799,1,"NONE"
15137801,1,"NONE"
15137801,2,"NONE"
15137801,3,"UNLICENSED"
15137801,4,"NONE"
15137802,1,"OTHER/OUT OF STATE"
15137802,2,"NONE"
15137804,1,"NONE"
15137804,2,"NONE"
15137818,1,"WITH CORRECTIVE LENSES"
15137822,1,"NONE"
15137822,2,"WITH CORRECTIVE LENSES"
15137827,1,"NONE"
15137827,2,"NONE"
15137835,1,"UNLICENSED"
15137835,2,"NONE"
15137837,1,"UNLICENSED"
15137845,1,"WITH CORRECTIVE LENSES"
15137849,1,"NONE"
15137849,2,"NONE"
15137850,1,"NONE"
15137850,2,"NONE"
15137859,1,"WITH CORRECTIVE LENSES"
15137870,1,"UNLICENSED"
15137870,2,"WITH CORRECTIVE LENSES"
15137889,1,"NONE"
15137889,2,"NONE"
15137896,1,"NONE"
15137896,2,"OTHER/OUT OF STATE"
15137896,3,"WITH CORRECTIVE LENSES"
15137897,1,"NONE"
15137897,2,"NONE"
15137898,1,"UNLICENSED"
15137899,1,"NONE"
15137899,2,"NONE"
15137900,1,"NONE"
15137902,1,"NONE"
15137909,1,"NONE"
15137909,2,"NONE"
15137910,1,"NONE"
15137916,1,"WITH CORRECTIVE LENSES"
15137916,2,"OTHER/OUT OF STATE"
15137923,1,"WITH CORRECTIVE LENSES"
15137924,1,"NONE"
15137929,1,"UNLICENSED"
15137930,1,"UNLICENSED"
15137930,2,"WITH CORRECTIVE LENSES"
15137943,1,"UNLICENSED"
15137943,2,"UNKNOWN"
15137945,1,"WITH CORRECTIVE LENSES"
15137945,1,"OUTSIDE REARVIEWMIRROR OR HEARING AID"
15137945,2,"WITH CORRECTIVE LENSES"
15137947,1,"NONE"
15137947,2,"NONE"
15137958,1,"UNLICENSED"
15137958,2,"UNLICENSED"
15137961,1,"UNLICENSED"
15137961,2,"NONE"
15137962,1,"UNKNOWN"
15137962,2,"NONE"
15137962,3,"UNKNOWN"
15137963,1,"UNLICENSED"
15137963,2,"NONE"
15137972,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15137981,1,"UNLICENSED"
15137982,1,"OTHER/OUT OF STATE"
15137982,2,"NONE"
15137983,1,"WITH CORRECTIVE LENSES"
15137983,2,"WITH CORRECTIVE LENSES"
15137985,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15137990,1,"NONE"
15137993,1,"UNKNOWN"
15137993,2,"NONE"
15137993,3,"NONE"
15137995,1,"NONE"
15137996,1,"UNLICENSED"
15137996,2,"NONE"
15138000,1,"NONE"
15138000,2,"NONE"
15138005,1,"NONE"
15138005,2,"WITH CORRECTIVE LENSES"
15138005,2,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15138005,3,"UNLICENSED"
15138005,4,"NONE"
15138006,1,"UNLICENSED"
15138016,1,"NONE"
15138025,1,"NONE"
15138025,2,"WITH CORRECTIVE LENSES"
15138027,1,"NONE"
15138030,1,"NONE"
15138030,2,"NONE"
15138031,1,"NONE"
15138035,1,"TRC 545.424 APPLIES UNTIL MM/DD/YY"
15138035,2,"UNLICENSED"
15138039,1,"WITH CORRECTIVE LENSES"
15138039,2,"WITH CORRECTIVE LENSES"
15138042,1,"UNLICENSED"
15138042,2,"UNLICENSED"
15138044,1,"UNLICENSED"
15138044,2,"NONE"
15138047,1,"UNLICENSED"
15138047,2,"NONE"
15138047,3,"WITH CORRECTIVE LENSES"
15138051,1,"NONE"
15138058,1,"UNLICENSED"
15138058,2,"NONE"
15138061,1,"NONE"
15138061,2,"NONE"
15138070,1,"WITH CORRECTIVE LENSES"
15138070,2,"NONE"
15138077,1,"NONE"
15138077,2,"NONE"
15138077,3,"OTHER/OUT OF STATE"
15138081,1,"WITH CORRECTIVE LENSES"
15138103,1,"NONE"
15138103,2,"WITH CORRECTIVE LENSES"
15138117,1,"NONE"
15138117,2,"NONE"
15138119,1,"NONE"
15138119,2,"OTHER/OUT OF STATE"
15138120,1,"NONE"
15138120,2,"NONE"
15138124,1,"NONE"
15138127,1,"WITH CORRECTIVE LENSES"
15138128,1,"NONE"
15138128,2,"NONE"
15138128,3,"NONE"
15138129,1,"NONE"
15138132,1,"WITH CORRECTIVE LENSES"
15138132,2,"UNLICENSED"
15138146,1,"NONE"
15138149,1,"NONE"
15138149,2,"NONE"
15138157,1,"UNLICENSED"
15138170,1,"NONE"
15138170,2,"NONE"
15138175,1,"NONE"
15138175,2,"NONE"
15138184,1,"UNLICENSED"
15138184,2,"NONE"
15138184,3,"LOFS 21 OR OVER"
15138184,4,"WITH CORRECTIVE LENSES"
15138184,4,"CDL INTRASTATE ONLY (EFF. END 12/31/2016)"
15138184,4,"STATED ON LICENSE"
15138193,1,"WITH CORRECTIVE LENSES"
15138202,1,"NONE"
15138202,2,"WITH CORRECTIVE LENSES"
15138202,2,"LOFS 21 OR OVER VEHICLE ABOVE CLASS C"
15138204,1,"OTHER/OUT OF STATE"
15138207,1,"NONE"
15138208,1,"NONE"
15138210,1,"UNLICENSED"
15138210,2,"UNLICENSED"
15138210,3,"NONE"
15138215,1,"NONE"
15138217,1,"UNLICENSED"
15138217,2,"NONE"
15138218,1,"NONE"
15138221,1,"UNLICENSED"
15138221,2,"NONE"
15138228,1,"WITH CORRECTIVE LENSES"
15138241,1,"NONE"
15138246,1,"UNLICENSED"
15138246,2,"WITH CORRECTIVE LENSES"
15138260,1,"NONE"
15138260,2,"NONE"
15138268,1,"NONE"
15138268,2,"NONE"
15138272,1,"UNLICENSED"
15138276,1,"NONE"
15138276,2,"NONE"
15138276,3,"NONE"
15138289,1,"WITH CORRECTIVE LENSES"
15138289,2,"LOFS 21 OR OVER"
15138289,3,"NONE"
15138292,1,"NONE"
15138292,2,"WITH CORRECTIVE LENSES"
15138295,1,"NONE"
15138295,2,"NONE"
15138325,1,"NONE"
15138325,2,"WITH CORRECTIVE LENSES"
15138325,3,"NONE"
15138327,1,"NONE"
15138327,2,"NONE"
15138329,1,"NONE"
15138329,2,"NONE"
